surah_no,ayah_no,text
4,33,"أي: {ولكلٍّ}: من الناس {جعلنا مواليَ}؛ أي: يتولَّوْنَهُ ويتولاَّهم بالتعزُّز والنُّصرة والمعاونة على الأمور، {ممَّا ترك الوالدن والأقربون}: وهذا يشملُ سائر الأقارب من الأصول والفروع والحواشي، هؤلاء الموالي من القرابة. ثم ذكر نوعاً آخر من الموالي، فقال:{والذين عَقدَت أيمانُكم}؛ أي: حالفتُموهم بما عَقَدْتُم معهم من عقد المحالفة على النُّصرة والمساعدة والاشتراك بالأموال وغير ذلك، وكل هذا من نعم الله على عباده؛ حيث كان الموالي يتعاونون بما لا يقدِرُ عليه بعضُهم مفرداً. قال تعالى:{فآتوهم نصيبَهم}؛ أي: آتوا الموالي نصيبهم الذي يجب القيام به من النُّصرة والمعاونة والمساعدة على غير معصيةِ الله والميراث للأقارب الأدْنَيْنَ من الموالي. {إنَّ الله كان على كلِّ شيءٍ شهيداً}؛ أي: مطَّلعاً على كلِّ شيءٍ بعلمه لجميع الأمور وبصرِهِ لحركات عبادِهِ وسمعه لجميع أصواتهم."
4,34,"يخبر تعالى أنَّ {الرجال قوامون على النساء}؛ أي: قوَّامون عليهنَّ بإلزامهنَّ بحقوق الله تعالى من المحافظة على فرائضه وكفِّهِنَّ عن المفاسد، والرجال عليهم أن يُلْزِموهنَّ بذلك، وقوَّامون عليهنَّ أيضاً بالإنفاق عليهنَّ والكسوة والمسكن. ثم ذكر السبب الموجب لقيام الرجال على النساء، فقال:{بما فضَّل الله بعضَهم على بعض وبما أنفقوا من أموالهم}؛ أي: بسبب فضل الرجال على النساء وإفضالهم عليهنَّ؛ فتفضيل الرجال على النساء من وجوهٍ متعدِّدة: من كون الولايات مختصَّة بالرجال، والنبوَّة، والرسالة، واختصاصهم بكثيرٍ من العبادات كالجهاد والأعياد والجمع، وبما خصَّهم الله به من العقل والرَّزانة والصَّبر والجَلَد الذي ليس للنساء مثله، وكذلك خصَّهم بالنفقات على الزوجات، بل وكثير من النفقات يختصُّ بها الرجال ويتميَّزون عن النساء، ولعل هذا سرُّ قوله:{بما أنفقوا}، وحذف المفعول؛ ليدلَّ على عموم النفقة، فعُلِمَ من هذا كلِّه أنَّ الرجل كالوالي والسيِّد لامرأتِهِ، وهي عنده عانية أسيرةٌ خادمةٌ، فوظيفتُهُ أن يقومَ بما استرعاه الله به، ووظيفتُها القيام بطاعة ربِّها وطاعة زوجها؛ فلهذا قال:{فالصالحاتُ قانتاتٌ}؛ أي: مطيعات لله تعالى، {حافظاتٌ للغيب}؛ أي: مطيعات لأزواجهنَّ حتى في الغيب، تحفظُ بعلَها بنفسها ومالِهِ، وذلك بحفظ الله لهنَّ وتوفيقه لهنَّ لا من أنفسهنَّ؛ فإنَّ النفس أمارةٌ بالسوء، ولكن من توكَّل على الله؛ كفاه ما أهمَّه من أمر دينه ودنياه.
ثم قال:{واللاَّتي تخافونَ نُشوزهنَّ}؛ أي: ارتفاعهن عن طاعة أزواجهنَّ؛ بأن تعصيه بالقول أو الفعل؛ فإنه يؤدِّبها بالأسهل فالأسهل. {فعظوهنَّ}؛ أي: ببيان حكم الله في طاعة الزوج ومعصيته، والترغيب في الطاعة، والترهيب من المعصية؛ فإن انتهت؛ فذلك المطلوب، وإلاَّ؛ فيهجُرُها الزوجُ في المضجع؛ بأن لا يضاجِعَها ولا يجامِعَها بمقدار ما يحصُلُ به المقصود، وإلاَّ؛ ضربها ضرباً غير مبرِّح؛ فإن حصل المقصود بواحد من هذه الأمور وأطعنكم؛ {فلا تبغوا عليهنَّ سبيلاً}؛ أي:فقد حصل لكم ما تحبُّون؛ فاتركوا معاتبتها على الأمور الماضية والتنقيب عن العيوب التي يضرُّ ذكرُها، ويَحْدُثُ بسببه الشرُّ.{إنَّ الله كان عليًّا كبيراً}؛ أي: له العلوُّ المطلق بجميع الوجوه والاعتبارات؛ علوُّ الذات وعلوُّ القدر، وعلوُّ القهر. الكبير: الذي لا أكبر منه ولا أجلَّ ولا أعظم، كبير الذات والصفات."
4,35,"أي: وإن خفتم الشقاق بين الزوجين والمباعدة والمجانبة حتى يكون كل منهما في شقٍّ؛ {فابعثوا حكماً من أهله وحكماً من أهلها}؛ أي: رجلينِ مكلَّفينِ مسلمينِ عدلينِ عاقلينِ، يعرفان ما بين الزوجين، ويعرفان الجمع والتفريق، وهذا مستفادٌ من لفظ الحكم؛ لأنه لا يصلح حَكماً إلاَّ من اتَّصف بتلك الصفات، فينظران ما يَنْقُمُ كلٌّ منهما على صاحبه، ثم يُلْزِمان كلاًّ منهما ما يجب؛ فإن لم يستطع أحدهما ذلك؛ قنَّعا الزوج الآخر بالرِّضا بما تيسَّر من الرزق والخلق، ومهما أمكنهما الجمع والإصلاح؛ فلا يعدِلا عنه؛ فإن وصلت الحال إلى أنه لا يمكنُ اجتماعهما وإصلاحهما إلا على وجه المعاداة والمقاطعة ومعصية الله، ورأيا أنَّ التفريق بينهما أصلح؛ فرَّقا بينهما، ولا يُشْتَرَطُ رضا الزوج كما يدلُّ عليه أن الله سماهما الحكمين، والحكمُ يَحْكُمُ، وإن لم يرضَ المحكوم عليه، ولهذا قال:{إن يُريدا إصلاحاً يُوفِّقِ اللهُ بينَهما}؛ أي: بسبب الرأي الميمون والكلام الذي يجذِبُ القلوبَ ويؤلِّف بين القرينين. {إنَّ الله كان عليماً خبيراً}؛ أي: عالماً بجميع الظواهر والبواطن، مطلعاً على خفايا الأمور وأسرارها؛ فمن علمِهِ وخبرِهِ أن شرع لكم هذه الأحكام الجليلة والشرائع الجميلة."
4,36,4:38
4,37,4:38
4,38,"ثم أخبر عن النفقة الصادرة عن رياءٍ وسُمْعَة وعدم إيمان به، فقال:{والذين ينفقون أموالهم رئاء الناس}؛ أي: ليروهم ويمدحوهم ويعظموهم. {ولا يؤمنون بالله ولا باليوم الآخِرِ}؛ أي: ليس إنفاقهم صادراً عن إخلاص وإيمان بالله ورجاء ثوابه؛ أي: فهذا من خطوات الشيطان وأعماله، التي يدعو حزبه إليها ليكونوا من أصحاب السعير، وصدرت منهم بسبب مقارنته لهم وأزِّهم إليها؛ فلهذا قال:{ومن يَكُنِ الشيطانُ له قريناً فساءَ قريناً}؛ أي: بئس المقارن والصاحب الذي يريد إهلاك مَن قارنه ويسعى فيه أشدَّ السعي؛ فكما أن مَن بخل بما آتاه الله وكَتَمَ ما منَّ به الله عليه عاصٍ آثمٌ مخالفٌ لربِّه؛ فكذلك من أنفق وتعبَّد لغير الله؛ فإنه آثم عاصٍ لربِّه مستوجبٌ للعقوبة؛ لأن الله إنما أمر بطاعتِهِ وامتثال أمره على وجه الإخلاص؛ كما قال تعالى:{وما أُمِروا إلا ليعبدوا الله مُخلصينَ له الدِّين}؛ فهذا العمل المقبول الذي يستحقُّ صاحبُهُ المدح والثواب؛ فلهذا حثَّ تعالى عليه بقوله:"
4,39,"أي: أيُّ شيء عليهم وأيُّ حرج ومشَّقة تلحقُهم لو حَصَلَ منهم الإيمانُ بالله الذي هو الإخلاص وأنفقوا من أموالِهِم التي رَزَقَهم الله وأنعم بها عليهم، فجمعوا بين الإخلاص والإنفاق، ولما كان الإخلاص سرًّا بين العبد وبين ربِّه لا يطَّلع عليه إلا الله؛ أخبر تعالى بعلمِهِ بجميع الأحوال، فقال:{وكان الله بهم عليماً}."
4,40,"يخبر تعالى عن كمال عدلِهِ وفضله وتنزُّهه عما يضادُّ ذلك من الظلم القليل والكثير، فقال:{إنَّ الله لا يظلم مثقالَ ذرَّة}؛ أي: يَنْقُصُها من حسنات عبده أو يزيدُها في سيئاتِهِ؛ كما قال تعالى:{فَمَن يعمل مثقالَ ذَرَّةٍ خيراً يَرَه. ومَن يعمل مثقالَ ذرَّة شرًّا يَرَه}. {وإن تكُ حسنةً يضاعِفۡها}؛ أي: إلى عشرة أمثالها، إلى أكثر من ذلك، بحسب حالها ونفعها وحال صاحبها إخلاصاً ومحبةً وكمالاً. {ويؤتِ من لَدُنۡهُ أجراً عظيماً}؛ أي: زيادة على ثواب العمل بنفسه من التوفيق لأعمال أُخَرَ وإعطاء البرِّ الكثير والخير الغزير."
4,41,"ثم قال تعالى: {فكيف إذا جِئۡنا من كلِّ أُمةٍ بشهيدٍ وجئنا بك على هؤلاء شهيداً}؛ أي: كيف تكون تلك الأحوالُ؟ وكيف يكونُ ذلك الحكم العظيم الذي جَمَعَ أنَّ مَن حكم به كامل العلم كامل العدل كامل الحكمةِ بشهادة أزكى الخلق وهُم الرسلُ على أُممِهِم مع إقرار المحكوم عليه؟ فهذا والله الحكم الذي هو أعمُّ الأحكام وأعدلها وأعظمها، وهناك يبقى المحكومُ عليهم مقرِّين له. بكمال الفضل والعدل والحمد والثناء، وهنالك يسعد أقوامٌ بالفوز والفلاح والعزِّ والنجاح ويشقى أقوام بالخِزْي والفضيحة والعذاب المُهين."
4,42,"ولهذا قال: {يومئذٍ يَوَدُّ الذين كفروا وعَصَوُا الرسولَ}؛ أي: جمعوا بين الكفر بالله وبرسوله ومعصية الرسول، {لو تُسَوَّى بهم الأرض}؛ أي: تبتلعهم ويكونون تراباً وعدماً؛ كما قال تعالى:{ويقولُ الكافرُ يا ليتني كنتُ تُراباً}. {ولا يكتمونَ اللهَ حديثاً}؛ أي: بل يقرُّون له بما عَمِلوا وتشهدُ عليهم ألسنتُهم وأيديهم وأرجُلُهم بما كانوا يعملونَ، يومئذٍ يوفِّيهم الله دينَهم، جزاءَهم الحقَّ، ويعلمون أنَّ الله هو الحقُّ المبينُ. فأما ما ورد من أنَّ الكفار يكتُمون كفرَهم وجحودَهم؛ فإنَّ ذلك يكون في بعض مواضع القيامةِ حين يظنُّون أن جحودَهم ينفعُهم من عذابِ الله؛ فإذا عرفوا الحقائقَ وشهِدَتْ عليهم جوارِحُهم، حينئذٍ ينجلي الأمر، ولا يبقى للكتمان موضعٌ ولا نفعٌ ولا فائدةٌ."
4,43,"ينهى تعالى عباده المؤمنين أن يَقْرَبوا الصلاة وهم سُكارى حتى يعلَموا ما يقولونَ، وهذا شاملٌ لِقُرْبانِ مواضع الصلاة؛ كالمسجد؛ فإنه لا يمكَّنُ السكرانُ من دخولِهِ، وشاملٌ لنفس الصلاة؛ فإنه لا يجوز للسكران صلاةٌ ولا عبادةٌ لاختلاط عقلِهِ وعدم علمِهِ بما يقول، ولهذا حدَّد تعالى ذلك وغيَّاه إلى وجود العلم بما يقول السكران.
وهذه الآية الكريمة منسوخةٌ بتحريم الخمر مطلقاً؛ فإنَّ الخمر في أول الأمر كان غير محرَّم، ثم إنَّ الله تعالى عَرَّضَ لعبادِهِ بتحريمِهِ بقوله:{يَسألونَكَ عن الخمرِ والمَيۡسِرِ قُلۡ فيهما إثمٌ كبيرٌ ومَنافعُ للنَّاسِ وإثۡمُهُما أكبرُ مِنۡ نَفعِهِما}، ثم إنَّه تعالى نهاهم عن الخمر عند حضورِ الصلاة كما في هذه الآية، ثم إنه تعالى حرَّمه على الإطلاق في جميع الأوقات في قوله:{يا أيُّها الذينَ آمنوا إنَّما الخمرُ والمَيۡسِرُ والأنصابُ والأزلام رِجسٌ مِن عملِ الشيطانِ فاجتنبوهُ} الآية. ومع هذا؛ فإنه يشتدُّ تحريمه وقتَ حضور الصلاة؛ لتضمُّنه هذه المفسدة العظيمة بعدم حصول مقصود الصلاة الذي هو روحها ولبُّها، وهو الخشوع وحضور القلب؛ فإنَّ الخمر يُسْكِرُ القلبَ، ويصدُّ عن ذِكْرِ الله وعن الصلاة.
ويؤخَذُ من المعنى منعُ الدُّخول في الصلاة في حال النُّعاس المفرط الذي لا يشعُرُ صاحبه بما يقولُ ويفعل، بل لعلَّ فيه إشارة إلى أنه ينبغي لمن أراد الصلاة أن يقطعَ عنه كلَّ شاغل يَشْغَلُ فكره؛ كمدافعةِ الأخبثين والتَّوْق لطعام ونحوِهِ؛ كما ورد في ذلك الحديث الصحيح.
ثم قال:{ولا جُنُباً إلا عابري سبيل}؛ أي: لا تقربوا الصلاة حالة كونِ أحدِكم جُنباً إلاَّ في هذه الحال، وهو عابرُ السبيل؛ أي: تمرُّون في المسجد ولا تمكُثون فيه. {حتَّى تغتَسِلوا}؛ أي:فإذا اغتسلتم؛ فهو غاية المنع من قربانِ الصلاة للجُنُبِ، فيحلُّ للجُنُبِ المرورُ في المسجد فقط.{وإن كنتُم مرضى أو على سفرٍ أو جاء أحدٌ منكم من الغائط أو لامستُمُ النساءَ فلم تجِدوا ماءً فتيمَّموا}: فأباح التيمُّم للمريض مطلقاً مع وجود الماء وعدمِهِ، والعلَّة المرضُ الذي يشقُّ مع استعمال الماء، وكذلك السفر؛ فإنه مَظِنَّة فقد الماء؛ فإذا فقده المسافر، أو وجد ما يتعلَّق بحاجته من شرب ونحوه؛ جاز له التيمُّم، وكذلك إذا أحدث الإنسان ببول أو غائطٍ أو ملامسة النساء؛ فإنه يُباح له التيمُّم إذا لم يجد الماء حضراً وسفراً؛ كما يدلُّ على ذلك عموم الآية. والحاصل أنَّ الله تعالى أباح التيمُّم في حالتين: حال عدم الماء، وهذا مطلقاً في الحضر والسفر. وحال المشقة باستعماله بمرض ونحوه.
واختلف المفسِّرون في معنى قوله:{أو لامستُمُ النساءَ}: هل المرادُ بذلك الجِماع؟ فتكونُ الآية نصًّا في جواز التيمُّم للجُنُب كما تكاثرت بذلك الأحاديث الصحيحة ، أو المراد بذلك مجردُ اللمس باليد، ويقيَّد ذلك بما إذا كان مَظِنَّة خروج المذي، وهو المس الذي يكون لشهوةٍ، فتكون الآيةُ دالةً على نقض الوضوء بذلك. واستدلَّ الفقهاء بقوله:{فلم تجدوا ماء}: بوجوب طَلَبِ الماء عند دخول الوقت؛ قالوا: لأنه لا يُقال: لم يجد لِمَنْ لم يطلب، بل لا يكون ذلك إلا بعد الطلب. واستدلَّ بذلك أيضاً على أن الماء المتغيِّرَ بشيء من الطاهرات يجوز ـ بل يتعيَّن ـ التطهُّر به لدخولِهِ في قوله:{فلم تجدوا ماءً}، وهذا ماء. ونوزع في ذلك بأنَّه ماء غير مطلق، وفي ذلك نظر.
وفي هذه [الآية] الكريمة: مشروعيَّة هذا الحكم العظيم الذي امتنَّ به الله على هذه الأمة، وهو مشروعية التيمُّم، وقد أجمع على ذلك العلماء، ولله الحمد.
وأنَّ التيمُّم يكون بالصَّعيد الطيب، وهو كل ما تصاعد على وجه الأرض، سواء كان له غبار أم لا، ويُحتمل أن يختصَّ ذلك بذي الغبار؛ لأن الله قال:{فامۡسَحوا بوجوهِكم وأيديكم} منه، وما لا غبار له لا يُمْسَحُ به. وقوله:{فامسحوا بوجوهِكم وأيديكم} منه: هذا محل المسح في التيمُّم: الوجه جميعه واليدين إلى الكوعين؛ كما دلَّت على ذلك الأحاديث الصحيحة، ويستحبُّ أن يكون ذلك بضربةٍ واحدةٍ؛ كما دلَّ على ذلك حديث عمار ، وفيه أنَّ تيمُّم الجُنُب كتيمُّم غيره بالوجه واليدين.
فائدة: اعلم أن قواعد الطبِّ تدور على ثلاث قواعدَ: حفظ الصحة عن المؤذيات، والاستفراغ منها، والحميةُ عنها. وقد نبَّه تعالى عليها في كتابه العزيز: أمَّا حفظ الصحة والحمية عن المؤذي؛ فقد أمر بالأكل والشرب وعدم الإسراف في ذلك، وأباح للمسافر والمريض الفطر حفظاً لصحَّتهما باستعمال ما يُصْلِحُ البدن على وجه العدل، وحماية للمريض عما يضرُّه. وأما استفراغُ المؤذي؛ فقد أباح تعالى للمحرم المتأذِّي برأسه أن يحلِقَهُ لإزالة الأبخرة المحتقنة فيه؛ ففيه تنبيهٌ على استفراغ ما هو أولى منها من البول والغائط والقيء والمنيِّ والدم وغير ذلك. نبه على ذلك ابن القيم رحمه الله تعالى.
وفي الآية وجوبُ تعميم مسح الوجه واليدين، وأنَّه يجوز التيمُّم، ولو لم يضق الوقت، وأنه لا يخاطَب بطلب الماء إلا بعد وجود سبب الوجوب. والله أعلم.
ثمَّ ختم الآية بقوله:{إنَّ اللهَ كانَ عفُوًّا غَفوراً}؛ أي: كثير العفو والمغفرة لعباده المؤمنين بتيسير ما أمرهم به وتسهيلِهِ غايةَ التسهيل بحيثُ لا يَشُقُّ على العبد امتثالُه فيحرج بذلك، ومن عفوه ومغفرته أنْ رَحِمَ هذه الأمة بشرع طهارة التُّراب بدل الماء عند تعذُّر استعماله، ومن عفوِهِ ومغفرتِهِ أن فتح للمذنبين باب التوبة والإنابة ودعاهُم إليه ووعدهم بمغفرة ذنوبهم، ومن عفوه ومغفرته أنَّ المؤمن لو أتاه بقُراب الأرض خطايا ثم لَقِيَهُ لا يشرك به شيئاً؛ لأتاه بقرابها مغفرةً."
4,44,"هذا ذمٌّ لمن {أوتوا نصيباً من الكتاب}، وفي ضمنه تحذيرُ عبادِهِ عن الاغترار بهم والوقوع في أشراكهم، فأخبر أنهم في أنفسهم {يشترون الضلالة}؛ أي: يحبُّونها محبةً عظيمةً ويؤثِرونها إيثار مَن يبذُلُ المال الكثير في طلب ما يحبُّه، فيؤثرون الضلال على الهدى والكفر على الإيمان والشقاء على السعادة، ومع هذا {يريدونَ أن تَضِلُّوا السبيل}؛ فهم حريصون على إضلالِكُم غايةَ الحرص، باذِلون جهدَهم في ذلك، ولكن لما كان الله وليَّ عباده المؤمنين وناصرهم؛ بيَّن لهم ما اشتملوا عليه من الضلال والإضلال."
4,45,"ولهذا قال: {وكفى بالله وليًّا}؛ أي: يتولَّى أحوال عباده، ويلطف بهم في جميع أمورهم، وييسِّر لهم ما به سعادتهم وفلاحهم، {وكفى بالله نصيراً}: ينصرُهُم على أعدائهم، ويبيِّن لهم ما يحذَرون منهم، ويعينُهم عليهم؛ فولايتُهُ تعالى فيها حصول الخير، ونصرُهُ فيه زوال الشرِّ."
4,46,"ثم بيَّن كيفية ضلالهم وعنادهم وإيثارهم الباطل على الحق، فقال:{من الذين هادوا}؛ أي: اليهود، وهم علماء الضلال منهم، {يُحرِّفون الكلمَ عن مواضعه}: إما بتغيير اللفظ أو المعنى أو هما جميعاً؛ فمن تحريفهم تنزيل الصفات التي ذُكِرَت في كتبهم التي لا تنطبق ولا تصدُقُ إلاَّ على محمد - صلى الله عليه وسلم - على أنه غيرُ مراد بها ولا مقصودٍ بها، بل أُريد بها غيره، وكتمانهم ذلك؛ فهذا حالهم في العلم شر حال، قلبوا فيه الحقائق، ونزَّلوا الحقَّ على الباطل، وجحدوا لذلك الحق. وأما حالهم في العمل والانقياد؛ فإنَّهم {يقولون سمعنا وعصينا}؛ أي: سمعنا قولك وعصينا أمرك، وهذا غاية الكفر والعناد والشرود عن الانقياد، وكذلك يخاطبون الرسول - صلى الله عليه وسلم - بأقبح خطاب وأبعده عن الأدب، فيقولون:{اسمع غير مُسۡمَع}؛ قصدُهم:اسمع منا غير مُسْمَع ما تحبُّ بل مُسْمَع ما تكره.{وراعنا}: [و] قصدهم بذلك الرعونةَ بالعيب القبيح، ويظنُّون أن اللفظ لما كان محتملاً لغير ما أرادوا من الأمور؛ أنه يَروج على الله وعلى رسوله، فتوصَّلوا بذلك اللفظ الذي يلوون به ألسنتهم إلى الطعن في الدين والعيب للرسول، ويصرِّحون بذلك فيما بينهم؛ فلهذا قال:{ليًّا بألسنتهم وطعناً في الدين}. ثم أرشدهم إلى ما هو خيرٌ لهم من ذلك، فقال:{ولو أنهم قالوا سمعنا وأطعنا واسمع وانظُرۡنا لكان خيراً لهم وأقوم}: وذلك لما تضمَّنه هذا الكلام من حسن الخطاب والأدب اللائق في مخاطبة الرسول والدُّخول تحت طاعة الله والانقياد لأمره وحُسن التلطُّف في طلبهم العلم بسماع سؤالهم والاعتناء بأمرهم؛ فهذا هو الذي ينبغي لهم سلوكه، ولكن لما كانت طبائِعُهم غير زكيَّةٍ؛ أعرضوا عن ذلك وطردهم الله بكفرِهم وعنادِهم، ولهذا قال:{ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلاً}."
4,47,"يأمُرُ تعالى أهل الكتاب من اليهود والنصارى أن يؤمنوا بالرسول محمد - صلى الله عليه وسلم - وما أنزل الله عليه من القرآن العظيم المهيمن على غيره من الكتب السابقة الذي صدقها؛ فإنها أخبرت به، فلما وقع المُخْبَرُ به؛ كان تصديقاً لذلك الخبر. وأيضاً؛ فإنهم إن لم يؤمنوا بهذا القرآن؛ فإنهم لم يؤمنوا بما في أيديهم من الكتب؛ لأنَّ كتب الله يصدِّق بعضها بعضاً، ويوافق بعضها بعضاً؛ فدعوى الإيمان ببعضها دون بعضٍ دعوى باطلة، لا يمكن صدقها.
وفي قوله:{آمنوا بما نزَّلنا مصدقاً لما معكم}: حثٌّ لهم، وأنهم ينبغي أن يكونوا قبل غيرهم مبادِرين إليه بسبب ما أنعم الله عليهم به من العلم والكتاب الذي يوجِبُ أن يكون ما عليهم أعظم من غيرهم، ولهذا توعَّدهم على عدم الإيمان، فقال:{من قبل أن نطمِسَ وجوهاً فنردَّها على أدبارِها}: وهذا جزاءٌ من جنس ما عملوا؛ كما تركوا الحقَّ وآثروا الباطل وقلبوا الحقائق فجعلوا الباطل حقًّا والحقَّ باطلاً، جُوزوا من جنس ذلك بطَمْس وجوههم كما طَمَسوا الحقَّ، وردِّها على أدبارها بأن تُجْعَلَ في أقفائهم، وهذا أشنع ما يكون. {أو نَلۡعَنَهم كما لَعَنَّا أصحاب السبت}: بأن يَطْرُدَهم من رحمته ويعاقِبَهم بجعلهم قردةً؛ كما فعل بإخوانهم الذين اعتدَوا في السبت فقلنا لهم كونوا قردة خاسئين. {وكان أمر الله مفعولاً}. كقوله:{إنما أمره إذا أراد شيئاً أن يقول له كن فيكون}."
4,48,"يخبر تعالى أنه لا يَغْفِرُ لمن أشرك به أحداً من المخلوقين ويغفر ما دون ذلك من الذُّنوب صغائرها وكبائرها، وذلك عند مشيئته مغفرةَ ذلك إذا اقتضتْ حكمتُهُ مغفرتَه؛ فالذُّنوب التي دون الشرك قد جعل الله لمغفرتِها أسباباً كثيرةً؛ كالحسنات الماحية والمصائب المكفِّرة في الدُّنيا والبرزخ ويوم القيامة، وكدعاء المؤمنين بعضهم لبعض، وبشفاعة الشافعين، ومن [فوق] ذلك كلِّه رحمته التي أحق بها أهل الإيمان والتوحيد، وهذا بخلاف الشرك؛ فإنَّ المشرك قد سدَّ على نفسه أبواب المغفرة، وأغلق دونه أبواب الرحمة؛ فلا تنفعه الطاعاتُ من دون التوحيد، ولا تفيده المصائب شيئاً، {وما لهم يوم القيامةِ من شافعينَ ولا صديقٍ حميم}، ولهذا قال تعالى:{ومَن يُشۡرِكۡ بالله فقد افترى إثماً عظيماً}؛ أي: افترى جرماً كبيراً، وأيُّ ظلم أعظم ممَّن سوَّى المخلوقَ من ترابٍ، الناقصَ من جميع الوجوه، الفقيرَ بذاته من كلِّ وجه، الذي لا يملِكُ لنفسه فضلاً عمَّن عَبَدَهُ نفعاً ولا ضرًّا ولا موتاً ولا حياة ولا نشوراً؛ بالخالق لكل شيء، الكامل من جميع الوجوه، الغني بذاتِهِ عن جميع مخلوقاتِهِ، الذي بيدِهِ النفع والضُّرُّ والعطاء والمنع، الذي ما من نعمةٍ بالمخلوقين إلا فمنه تعالى؛ فهل أعظمُ من هذا الظلم شيء؟! ولهذا حتَّم على صاحبه بالخلود بالعذاب وحرمان الثواب:{إنَّه مَن يُشۡرِكۡ بالله فقد حرَّم اللهُ عليه الجنةَ ومأواه النار}.
وهذه الآية الكريمة في حقِّ غير التائب، وأما التائب؛ فإنه يُغْفَرُ له الشرك فما دونه؛ كما قال تعالى:{قل يا عبادي الذين أسرفوا على أنفسهم لا تَقۡنَطوا من رحمة الله إنَّ اللهَ يَغۡفِرُ الذنوبَ جميعاً}؛ أي: لمن تاب إليه وأناب."
4,49,"هذا تعجُّب من الله لعباده وتوبيخٌ للذين يُزكُّون أنفسهم من اليهود والنصارى ومَن نحا نحوَهم من كلِّ من زَكَّى نفسَه بأمر ليس فيه، وذلك أن اليهود والنصارى يقولون:{نحنُ أبناءُ الله وأحبَّاؤُهُ}، ويقولون:{لن يدخُلَ الجنَّة إلاَّ مَن كانَ هُوداً أو نصارى}: وهذا مجردُ دعوى لا برهانَ عليها، وإنَّما البرهانُ ما أخبر به في القرآن في قوله:{بلى مَن أسلمَ وجهَهُ للهِ وهو محسنٌ فلهُ أجرُهُ عندَ ربِّه ولا خوفٌ عليهم ولا هُم يحزنون}، فهؤلاء هم الذين زكَّاهم الله، ولهذا قال هنا:{بلِ اللهُ يُزكِّي مَن يشاء}؛ أي: بالإيمان والعمل الصالح، بالتخلِّي عن الأخلاق الرَّذيلة والتحلِّي بالصفات الجميلة، وأما هؤلاء؛ فهم وإن زَكَّوا أنفسهم بزعمهم أنهم على شيء وأنَّ الثواب لهم وحدهم؛ فإنهم كذبة في ذلك، ليس لهم من خصال الزاكين نصيبٌ بسبب ظلمهم وكفرهم لا بظُلم من الله لهم، ولهذا قال:{ولا يُظۡلَمونَ فَتيلاً}، وهذا لتحقيق العموم؛ أي: لا يظلمون شيئاً، ولا مقدار الفتيل الذي في شِقِّ النَّواة أو الذي يُفْتَلُ من وسخ اليدِ وغيرها."
4,50,"قال تعالى: {انظر كيف يفترونَ على الله الكذب}؛ أي: بتزكيتهم أنفسهم؛ لأنَّ هذا من أعظم الافتراء على الله؛ لأنَّ مضمون تزكيتِهِم لأنفسهم الإخبارُ بأنَّ الله جَعَلَ ما هم عليه حَقًّا وما عليه المؤمنون المسلمون باطلاً، وهذا أعظم الكذب وقلبِ الحقائق بجعل الحقِّ باطلاً والباطل حقًّا، ولهذا قال:{وكفى به إثماً مبيناً}؛ أي: ظاهراً بَيِّناً موجباً للعقوبة البليغة والعذاب الأليم."
4,51,"وهذا من قبائح اليهود وحسدِهم للنبيِّ - صلى الله عليه وسلم - والمؤمنين؛ أنَّ أخلاقَهم الرذيلة وطبعَهم الخبيث حَمَلَهم على ترك الإيمان باللهِ ورسوله والتعوُّض عنه بالإيمان بالجبت والطاغوت، وهو الإيمان بكلِّ عبادةٍ لغير الله أو حكم بغير شرع الله، فدخل في ذلك السِّحر والكهانة وعبادة غير الله وطاعة الشيطان، كلُّ هذا من الجبت والطاغوت، وكذلك حَمَلَهُمُ الكفر والحسد على أن فضَّلوا طريقة الكافرين بالله عبدةِ الأصنام على طريق المؤمنين، فقال:{ويقولون للذين كفروا}؛ أي: لأجلهم تملُّقاً لهم ومداهنةً وبغضاً للإيمان: {هؤلاء أهدى من الذين آمنوا سبيلاً}؛ أي: طريقاً؛ فما أسْمَجَهم وأشدَّ عنادهم وأقلَّ عقولهم! كيف سلكوا هذا المسلك الوخيم والواديَ الذَّميم؟! هل ظنُّوا أنَّ هذا يروج على أحدٍ من العقلاء أو يدخل عقلَ أحدٍ من الجهلاء؟! فهل يَفْضُلُ دينٌ قام على عبادة الأصنام والأوثان، واستقام على تحريم الطيِّبات وإباحة الخبائث وإحلال كثيرٍ من المحرَّمات، وإقامة الظلم بين الخَلْق وتسوية الخالق بالمخلوقين، والكفر بالله ورسله وكتبه على دينٍ قام على عبادة الرحمن، والإخلاص لله في السرِّ والإعلان والكفر بما يُعْبَدُ من دونه من الأوثان والأنداد والكاذبين، وعلى صلة الأرحام والإحسان إلى جميع الخَلْق حتى البهائم، وإقامة العدل والقسط بين الناس وتحريم كلِّ خبيث وظلم ومصدق في جميع الأقوال والأعمال؟! فهل هذا إلاَّ من الهذيان؟! وصاحب هذا القول إما من أجهل الناس وأضعفهم عقلاً، وإما من أعظمهم عناداً وتمرداً ومراغمة للحق، وهذا هو الواقع."
