surah_no,ayah_no,text
19,11,"فاطمأنَّ قلبُه، واستبشر بهذه البشارة العظيمة، وامتثل لأمر الله له بالشكر بعبادته وذكرِهِ، فعكف في محرابه، وخرج على قومه منه {فأوحى إليهم}؛ أي: بالإشارة والرمز، {أن سبِّحوا بكرةً وعشيًّا}: لأنَّ البشارة بيحيى في حقِّ الجميع مصلحة دينية."
19,12,"دلَّ الكلام السابق على ولادة يحيى وشبابه وتربيته، فلما وصل إلى حالةٍ يفهم فيها الخطاب؛ أمره الله أنْ يأخذ الكتاب بقوَّة؛ أي: بجدٍّ واجتهادٍ، وذلك بالاجتهاد في حفظ ألفاظه وفهم معانيه والعمل بأوامره ونواهيه، هذا تمامُ أخذِ الكتاب بقوَّة، فامتثل أمر ربِّه، وأقبل على الكتاب فحفظه وفهمه، وجعل الله فيه من الذَّكاء والفطنة ما لا يوجد في غيره، ولهذا قال:{وآتَيۡناه الحكم صبيًّا}[أي: معرفة أحكام اللَّه والحكم بها وهو في حال صغره وصباه]."
19,13,"وآتيناه أيضاً {حناناً من لَدُنّا}؛ أي: رحمة ورأفة تيسَّرتْ بها أموره، وصلحتْ بها أحواله، واستقامت بها أفعاله. {وزكاة}؛ أي: طهارة من الآفات والذنوب، فَطَهُرَ قلبُه وتزكَّى عقلُه، وذلك يتضمَّن زوال الأوصاف المذمومة والأخلاق الرديئة وزيادة الأخلاق الحسنة والأوصاف المحمودة، ولهذا قال:{وكان تَقِيًّا}؛ أي: فاعلاً للمأمور تاركاً للمحظور."
19,14,"ومن كان مؤمناً تقيًّا؛ كان لله وليًّا، وكان من أهل الجنة التي أُعدَّت للمتقين، وحصل له من الثواب الدنيويِّ والأخرويِّ ما رتَّبه الله على التَّقوى، وكان أيضاً {برًّا بوالديه}؛ أي: لم يكن عاقًّا ولا مسيئاً إلى أبويه، بل كان محسناً إليهما بالقول والفعل. {ولم يكن جباراً عَصِيًّا}؛ أي: لم يكن متجبراً متكبراً عن عبادة الله، ولا مترفِّعاً على عباد الله ولا على والديه، بل كان متواضعاً متذلِّلاً مطيعاً أوَّاباً لله على الدوام، فجمع بين القيام بحقِّ الله وحق خلقه."
19,15,"ولهذا حصلت له السلامة من الله في جميع أحواله؛ مبادئها وعواقبها؛ فلذا قال:{وسلامٌ عليه يومَ وُلِدَ ويومَ يموتُ ويومَ يُبۡعَثُ حيًّا}: وذلك يقتضي سلامته من الشيطان والشرِّ والعقاب في هذه الأحوال الثلاثة وما بينها، وأنَّه سالمٌ من النار والأهوال ومن أهل دار السلام؛ فصلوات الله وسلامه عليه وعلى والده وعلى سائر المرسلين، وجعلنا من أتباعِهِم إنَّه جوادٌ كريمٌ."
19,16,"لما ذكر قصة زكريّا ويحيى، وكانت من الآيات العجيبة؛ انتقلَ منها إلى ما هو أعجب منها تدريجاً من الأدنى إلى الأعلى، فقال:{واذۡكُرۡ في الكتاب}: الكريم {مريمَ}: عليها السلام، وهذا من أعظم فضائلها؛ أنْ تُذْكَرَ في الكتاب العظيم الذي يتلوه المسلمون في مشارق الأرض ومغاربها؛ تُذْكَر فيه بأحسن الذكر وأفضل الثناء؛ جزاءً لعملها الفاضل وسعيها الكامل؛ أي: واذْكُرْ في الكتاب مريم في حالها الحسنة حين {انتبذت}؛ أي: تباعدت عن أهلها {مكاناً شرقيًّا}؛ أي: مما يلي الشرق عنهم."
19,17,"{فاتَّخذتۡ من دونهم حجاباً}؛ أي: ستراً ومانعاً، وهذا التباعد منها واتِّخاذ الحجاب لتعتزل وتنفرد بعبادة ربِّها، وتقنت له في حالة الإخلاص والخضوع والذلِّ لله تعالى، وذلك امتثالٌ منها لقوله تعالى:{وإذۡ قالتِ الملائكة يا مريمُ إنَّ الله اصطفاكِ وطهرك واصطفاك على نساءِ العالمينَ. يا مريمُ اقۡنُتي لربِّكِ واسجُدي واركَعي مع الرَّاكعين}. وقوله:{فأرسَلۡنا إليها روحنا}: وهو جبريلُ عليه السلام، {فتمثَّلَ لها بشراً سويًّا}؛ أي: كاملاً من الرجال في صورة جميلة وهيئةٍ حسنةٍ لا عيبَ فيه ولا نقص؛ لكونها لا تحتملُ رؤيته على ما هو عليه."
19,18,"فلما رأته في هذه الحال، وهي معتزلة عن أهلها، منفردة عن الناس، قد اتَّخذت الحجاب عن أعزِّ الناس عليها، وهم أهلها؛ خافت أن يكون رجلاً قد تعرَّضَ لها بسوءٍ وطَمِعَ فيها، فاعتصمتْ بربِّها واستعاذتْ منه فقالتْ له:{إنِّي أعوذُ بالرحمنِ منك}؛ أي: ألتجئ به، وأعتصم برحمته أن تنالَني بسوءٍ، {إن كنتَ تقيًّا}؛ أي: إن كنت تخافُ الله وتعمل بتقواه؛ فاترك التعرُّض لي؛ فجمعت بين الاعتصام بربِّها وبين تخويفه وترهيبه وأمره بلزوم التقوى، وهي في تلك الحالة الخالية والشباب والبعد عن الناس، وهو في ذلك الجمال الباهر والبشريَّة الكاملة السويَّة، ولم ينطق لها بسوء أو يتعرَّض لها، وإنما ذلك خوف منها، وهذا أبلغ ما يكون من العفَّة والبعد عن الشرِّ وأسبابه، وهذه العفَّة خصوصاً مع اجتماع الدواعي، وعدم المانع مِن أفضل الأعمال، ولذلك أثنى الله عليها، فقال:{ومريمَ ابنةَ عمرانَ التي أحصنتۡ فَرۡجَها فَنَفَخۡنا فيها من روحنا}، {والتي أحۡصَنَتۡ فرجَها فنَفَخۡنا فيه من روحنا وجَعَلۡناها وابنها آيةً للعالمين}؛ فأعاضها الله بعفَّتها ولداً من آيات الله، ورسولاً من رسله."
19,19,"فلما رأى جبريل منها الرَّوْع والخيفة؛ قال:{إنَّما أنا رسولُ ربِّك}؛ أي: إنما وظيفتي وشغلي تنفيذُ رسالة ربي فيك، {لأهَبَ لك غلاماً زكيًّا}: وهذه بشارةٌ عظيمةٌ بالولد وزكائه؛ فإنَّ الزكاء يستلزم تطهيره من الخصال الذَّميمة واتِّصافه بالخصال الحميدة."
19,20,"فتعجَّبت من وجود الولد من غير أبٍ، فقالت:{أنَّى يكونُ لي غلامٌ ولم يمسَسۡني بشرٌ ولم أكُ بغيًّا}: والولد لا يوجد إلا بذلك."
19,21,"{قال كذلكِ قال ربُّكِ هو عليَّ هيِّنٌ ولِنَجۡعَلَه آيةً للناسِ}: تدلُّ على كمال قدرةِ الله تعالى وعلى أنَّ الأسباب جميعها لا تستقلُّ بالتأثير، وإنَّما تأثيرها بتقدير الله، فيُري عباده خرقَ العوائد في بعض الأسباب العاديَّة؛ لئلاَّ يقفوا مع الأسباب، ويقطعوا النظر عن مقدِّرها ومسبِّبها. {ورحمة منَّا}؛ [أي]: ولنجعله رحمةً منَّا به وبوالدته وبالناس: أما رحمةُ الله به؛ فَلِمَا خَصَّه الله بوحيه، ومنَّ عليه بما منَّ به على أولي العزم. وأما رحمتُهُ بوالدته؛ فَلِمَا حصل لها من الفخرِ والثناء الحسن والمنافع العظيمة. وأما رحمتُهُ بالناس؛ فإنَّ أكبر نعمه عليهم أن بَعَثَ فيهم رسولاً، يتلو عليهم آياته، ويزكيِّهم، ويعلِّمهم الكتاب والحكمة فيؤمنون به، ويطيعونه، وتحصُلُ لهم سعادةُ الدنيا والآخرة. {وكان}؛ أي: وجود عيسى عليه السلام على هذه الحالة {أمراً مقضِيًّا}: قضاء سابقاً؛ فلا بدَّ من نفوذ هذا التقدير والقضاء، فنفخ جبريل عليه السلام في جيبها."
19,22,"أي: لما حملتْ بعيسى عليه السلام؛ خافتْ من الفضيحة، فتباعدتْ عن الناس مكاناً قصيًّا."
19,23,"فلما قَرُبَ وِلادُها؛ ألجأها المخاضُ إلى جذع نخلةٍ، فلما آلمها وجع الولادة، ووجعُ الانفراد عن الطعام والشراب، ووجعُ قلبها من قالة الناس، وخافتْ عدمَ صبرِها؛ تمنَّتْ أنَّها ماتتْ قبل هذا الحادث وكانت نَسْياً منسيًّا؛ فلا تُذْكَر، وهذا التمنِّي بناءً على ذلك المزعج، وليس في هذه الأمنيَّة خيرٌ لها ولا مصلحةٌ، وإنَّما الخير والمصلحة بتقدير ما حَصَلَ."
19,24,"فحينئذٍ سكَّن المَلَكُ رَوْعها، وثبَّتَ جأشها، وناداها من تحتها؛ لعلَّه من مكان أنزل من مكانها، وقال لها: لا تَحْزني؛ أي: لا تجزعي ولا تهتمِّي؛ فـ {قد جعل ربُّك تحتك سريًّا}؛ أي: نهراً تشربين منه."
19,25,"{وهُزِّي إليك بجذع النخلةِ تُساقِطۡ عليك رُطَباً جنيًّا}؛ أي: طريًّا لذيذاً نافعاً."
19,26,"{فكُلي}: من التمر، {واشۡربي}: من النهر، {وقَرِّي عَيۡناً}: بعيسى؛ فهذا طمأنينتها من جهة السلامة من ألم الولادة وحصول المأكل والمشرب الهنيِّ، وأما من جهة قالة الناس؛ فأمرها أنَّها إذا رأت أحداً من البشر أنْ تقولَ على وجه الإشارة:{إنِّي نذرتُ للرحمن صوماً}؛ أي: سكوتاً، {فلن أكلِّمَ اليوم إنسيًّا}؛ أي: لا تخاطبيهم بكلام لتستريحي من قولهم وكلامهم، وكان معروفاً عندهم أنَّ السكوت من العبادات المشروعة. وإنَّما لم تؤمَرْ بمخاطبتهم في نفي ذلك عن نفسها، لأنَّ الناس لا يصدِّقونها، ولا فيه فائدة، وليكون تبرئتها بكلام عيسى في المهد أعظم شاهدٍ على براءتها؛ فإنَّ إتيان المرأة بولدٍ من دون زوج ودعواها أنَّه من غير أحدٍ من أكبر الدعاوى التي لو أقيم عدَّة من الشهود لم تصدَّق بذلك، فجُعِلَتْ بيِّنةُ هذا الخارق للعادة أمراً من جنسه، وهو كلام عيسى في حال صغره جدًّا، ولهذا قال تعالى:"
19,27,"أي: فلما تعلَّت مريمُ من نفاسها؛ أتتْ بعيسى قومَها تحمِلُه، وذلك لعلمها ببراءة نفسها وطهارتها، فأتتْ غير مباليةٍ ولا مكترثةٍ، فقالوا:{لقد جئتِ شيئاً فَرِيًّا}؛ أي: عظيماً وخيماً، وأرادوا بذلك البغي حاشاها من ذلك."
19,28,"{يا أخت هارونَ}: الظاهر أنَّه أخٌ لها حقيقيٌّ فنسبوها إليه، [وكانوا يسمون بأسماء الأنبياء، وليس هو هارون بن عمران أخا موسى، لأن بينهما قروناً كثيرة]، {ما كان أبوك امرأ سَوۡءٍ وما كانت أمُّك بغيًّا}؛ أي؛ لم يكن أبواك إلاَّ صالحينِ سالمينِ من الشرِّ، وخصوصاً هذا الشرَّ الذي يشيرون إليه، وقصدُهم: فكيف كنتِ على غير وصفهما وأتيتِ بما لم يأتيا به؟! وذلك أن الذُّرِّيَّة في الغالب بعضها من بعض في الصلاح وضدِّه، فتعجَّبوا بحسب ما قام بقلوبهم؛ كيف وقع منها؟!"
19,29,"{فأشارتۡ} لهم {إليه}؛ أي: كلِّموه، وإنَّما أشارت لذلك لأنَّها أمرت عند مخاطبة الناس لها أن تقول:{إنِّي نذرتُ للرحمن صوماً فلن أكَلِّمَ اليوم إنسيًّا}، فلما أشارت إليهم بتكليمه؛ تعجَّبوا من ذلك، وقالوا:{كيف نكلِّمُ مَن كانَ في المهدِ صَبيًّا}؛ لأنَّ ذلك لم تجرِ به عادةٌ ولا حصل من أحدٍ في ذلك السنِّ."
19,30,"فحينئذٍ قال عيسى عليه السلام وهو في المهد صبيٌّ: {إنِّي عبد الله آتانيَ الكتاب وجَعَلَني نبيًّا}: فخاطبهم بوصفه بالعبوديَّة، وأنه ليس فيه صفةٌ يستحقُّ بها أن يكون إلهاً أو ابناً للإله، تعالى الله عن قول النصارى المخالفين لعيسى في قوله:{إنِّي عبدُ الله}، ومدَّعون موافقته، {آتانيَ الكتابَ}؛ أي: قضى أن يؤتيني الكتابَ، {وجَعَلَني نبيًّا}: فأخبرهم بأنَّه عبدُ الله، وأنَّ الله علَّمه الكتاب وجعله من جملة أنبيائه؛ فهذا من كماله لنفسه."
19,31,"ثم ذكر تكميلَه لغيره، فقال:{وجَعَلَني مباركاً أينما كنت}؛ أي: في أيِّ مكانٍ وأيِّ زمان؛ فالبركةُ جعلها الله فيَّ من تعليم الخير والدعوة إليه والنهي عن الشرِّ والدعوة إلى الله في أقوالِهِ وأفعالِهِ؛ فكلُّ من جالسه أو اجتمع به؛ نالتْه بركتُه وسَعِدَ به مصاحبه. {وأوصاني بالصَّلاة والزَّكاة ما دمتُ حيًّا}؛ أي: أوصاني بالقيام بحقوقه التي من أعظمها الصلاة، وحقوق عباده التي أجلُّها الزكاة؛ مدَّة حياتي؛ أي: فأنا ممتثلٌ لوصيَّة ربِّي، عاملٌ عليها، منفذٌ لها."
19,32,"وأوصاني أيضاً أن أبَرَّ والدتي فأحسِنَ إليها غايةَ الإحسان، وأقومَ بما ينبغي لها؛ لشرفِها وفضلِها، ولكونِها والدةً لها حقُّ الولادة وتوابعها. {ولم يَجۡعَلۡني جباراً}؛ أي: متكبراً على الله مترفِّعاً على عباده، {شقيًّا}: في دنياي وأخراي، فلم يجعلني كذلك، بل جعلني مطيعاً له خاضعاً خاشعاً متذللاً متواضعاً لعباد الله سعيداً في الدُّنيا والآخرة أنا ومن اتَّبعني."
19,33,"فلما تمَّ له الكمالُ ومحامد الخصال؛ قال:{وسلامٌ عليَّ يومَ ولِدۡتُ ويوم أموتُ ويومَ أبعثُ حيًّا}؛ أي: من فضل ربي وكرمه حصلتْ لي السلامةُ يوم ولادتي ويوم موتي ويوم بعثي من الشرِّ والشيطان والعقوبة، وذلك يقتضي سلامته من الأهوال ودار الفجَّار، وأنَّه من أهل دار السلام؛ فهذه معجزةٌ عظيمة وبرهانٌ باهرٌ على أنَّه رسول الله وعبدُ الله حقًّا."
19,34,19:36
19,35,19:36
19,36,"ولهذا أخبر عيسى أنَّه عبدٌ مربوب كغيره، فقال:{وإنَّ الله ربِّي وربُّكم}: الذي خلقنا وصوَّرنا ونَفَذَ فينا تدبيرُه وصَرَفَنا تقديرُه. {فاعبدوه}؛ أي: أخلصوا له العبادة واجتهدوا في الإنابة. وفي هذا الإقرار بتوحيد الربوبيَّة وتوحيد الإلهيَّة والاستدلال بالأول على الثاني، ولهذا قال:{هذا صراطٌ مستقيمٌ}؛ أي: طريق معتدلٌ موصلٌ إلى الله؛ لكونِهِ طريق الرسل وأتباعهم، وما عدا هذا؛ فإنَّه من طرق الغيِّ والضَّلال."
19,37,"لما بيَّن تعالى حال عيسى ابن مريم الذي لا يُشَكُّ فيها ولا يُمترى؛ أخبر أنَّ الأحزاب؛ أي: فرق الضلال من اليهود والنصارى وغيرهم على اختلاف طبقاتهم اختلفوا في عيسى عليه السلام؛ فمن غالٍ فيه وجافٍ؛ فمنهم من قالَ: إنه الله! ومنهم من قال: إنه ابن الله! ومنهم من قال: إنه ثالثُ ثلاثة! ومنهم من لم يجعلْه رسولاً، بل رماه بأنَّه ولد بغيٍّ كاليهود! وكل هؤلاء أقوالهم باطلةٌ، وآراؤهم فاسدةٌ مبنيَّة على الشكِّ والعناد والأدلَّة الفاسدة والشُّبه الكاسدة، وكلُّ هؤلاء مستحقُّون للوعيد الشديد، ولهذا قال:{فويلٌ للذين كفروا}: بالله ورسله وكتبه، ويدخُلُ فيهم اليهودُ والنصارى، القائلون بعيسى قول الكفر، {من مَشۡهَدِ يوم عظيم}؛ أي: مشهد يوم القيامة، الذي يشهدُهُ الأوَّلون والآخرون، أهل السماوات وأهل الأرض، الخالق والمخلوق، الممتلئ بالزلازل والأهوال، المشتمل على الجزاء بالأعمال؛ فحينئذٍ يتبيَّن ما كانوا يُخفون، ويبُدون، وما كانوا يكتمون."
19,38,"{أسمِعۡ بهم وأبصِرۡ يوم يأتوننا}؛ أي: ما أسمعهم وما أبصرهم في ذلك اليوم، فيقرُّون بكفرِهم وشركِهم وأقوالهم، ويقولون:{ربَّنا أبۡصَرۡنا وسَمِعۡنا فارۡجِعۡنا نعملۡ صالحاً إنَّا موقنونَ}: ففي القيامة يستيقنون حقيقة ما هم عليه. {لكنِ الظالمونَ اليوم في ضلال مبينٍ}: وليس لهم عذرٌ في هذا الضلال؛ لأنَّهم بين معاندٍ ضالٍّ على بصيرةٍ عارف بالحقِّ صادف عنه، وبين ضالٍّ عن طريق الحقِّ، متمكِّن من معرفة الحقِّ والصواب، ولكنَّه راضٍ بضلاله، وما هو عليه من سوء أعمالِهِ، غير ساعٍ في معرفة الحقِّ من الباطل.
وتأمَّل كيف قال:{فويلٌ للذين كفروا}؛ بعد قوله:{فاختلف الأحزاب من بينهم}، ولم يقلْ: فويلٌ لهم؛ ليعود الضمير إلى الأحزاب؛ لأنَّ من الأحزاب المختلفين طائفةً [أصابت] ووافقت الحقَّ فقالت في عيسى: إنَّه عبدُ الله ورسولُه، فآمنوا به واتَّبعوه؛ فهؤلاء مؤمنون غير داخلين في هذا الوعيد؛ فلهذا خصَّ الله بالوعيد الكافرين."
19,39,"{39 ـ 40} الإنذار: هو الإعلام بالمخوِّف على وجه الترهيب والإخبارُ بصفاته، وأحقُّ ما يُنْذَر به ويخوَّف به العباد يومُ الحسرةِ حين يُقْضى الأمر، فيُجْمع الأولون والآخرون في موقفٍ واحدٍ، ويُسألون عن أعمالهم؛ فمن آمن بالله واتَّبع رسله؛ سَعِدَ سعادةً لا يشقى بعدها، ومَنْ لم يؤمنْ بالله ويتَّبِع رسله؛ شقي شقاوةً لا يسعدُ بعدها، وخَسِرَ نفسَه وأهله؛ فحينئذٍ يتحسَّر ويندم ندامةً تنقطع منها القلوبُ، وتتصدَّع منها الأفئدة، وأيُّ حسرة أعظم من فوات رضا الله وجنَّتِهِ واستحقاق سخطِهِ والنار على وجهٍ لا يَتَمَكَّنُ من الرجوع لِيَسْتَأنِفَ العمل، ولا سبيل له إلى تغيير حالِهِ بالعَوْد إلى الدُّنيا؟! فهذا قدَّامهم، والحالُ أنَّهم في الدُّنيا في غفلة عن هذا الأمر العظيم؛ لا يخطر بقلوبهم، ولو خطر؛ فعلى سبيل الغفلةِ، قد عمَّتهم الغفلة، وشملتهم السكرةُ؛ فهم لا يؤمنون بالله، ولا يتَّبِعون رسله، قد ألهتهم دُنياهم، وحالتْ بينهم وبين الإيمان شهواتُهم المنقضية الفانية؛ فالدنيا وما فيها من أولها إلى آخرها ستذهبُ عن أهلها ويذهبون عنها، وسيرثُ الله الأرض ومَنْ عليها، ويرجعهم إليه، فيجازيهم بما عملوا فيها، وما خسروا فيها أو ربحوا؛ فمن عمل خيراً؛ فليحمدِ الله، ومن وَجَدَ غير ذلك؛ فلا يلومنَّ إلاَّ نفسه.
أجلُّ الكتب وأفضلُها وأعلاها هذا الكتاب المبين والذِّكر الحكيم؛ فإن ذُكِرَ فيه الأخبار؛ كانت أصدقَ الأخبار وأحقَّها وأنفعها، وإنْ ذُكِرَ فيه الأمر والنهي؛ كانت أجلَّ الأوامر والنواهي وأعدلها وأقسطها، وإنْ ذُكِرَ فيه الجزاء والوعد والوعيد؛ كان أصدق الأنباء وأحقَّها وأدلَّها على الحكمة والعدل والفضل، وإنْ ذُكِرَ فيه الأنبياءُ والمرسلون؛ كان المذكور فيه أكملَ من غيره وأفضل، ولهذا كثيراً ما يُبدئ ويعيدُ في قَصص الأنبياء الذين فضَّلهم على غيرهم، ورَفَعَ قدرهم وأعلى أمرهم بسبب ما قاموا به من عبادة الله ومحبتَّه والإنابة إليه والقيام بحقوقه وحقوق العباد ودعوة الخَلْق إلى الله والصبر على ذلك والمقامات الفاخرة والمنازل العالية، فذكر الله في هذه السورة جملةً من الأنبياء؛ يأمر الله رسولَه أن يَذْكُرَهم؛ لأنَّ في ذكرهم إظهارَ الثناءِ على الله وعليهم، وبيانَ فضله وإحسانه إليهم، وفيه الحثُّ على الإيمان بهم ومحبتهم والاقتداء بهم فقال:"
19,40,19:39
19,41,"{واذۡكُرۡ في الكتاب إبراهيم إنَّه كان صديقاً نبيًّا}: جمع الله له بين الصديقيَّة والنبوَّة؛ فالصِّدِّيق كثيرُ الصدق؛ فهو الصادق في أقوالِهِ وأفعالِهِ وأحوالِهِ، المصدِّق بكل ما أُمِرَ بالتصديق به، وذلك يستلزمُ العلم العظيم، الواصل إلى القلب، المؤثِّر فيه، الموجب لليقين، والعمل الصالح الكامل، وإبراهيم عليه السلام هو أفضلُ الأنبياء كلِّهم بعد محمدٍ - صلى الله عليه وسلم -، وهو الأب الثالثُ للطوائف الفاضلة، وهو الذي جعلَ الله في ذُرِّيَّتِهِ النبوَّة والكتاب، وهو الذي دعا الخلق إلى الله، وصبر على ما ناله من العذاب العظيم، فدعا القريب والبعيد، واجتهد في دعوة أبيه مهما أمكنه."
19,42,"وذكر الله مراجعته إيَّاه فقال: {إذۡ قال لأبيه}: مهجِّناً له عبادة الأوثان: {يا أبتِ لم تعبدُ ما لا يسمعُ ولا يبصِرُ ولا يغني عنك شيئاً}؛ أي: لم تعبد أصناماً ناقصةً في ذاتها وفي أفعالها؛ فلا تسمع، ولا تبصر، ولا تملِكُ لعابدها نفعاً ولا ضرًّا، بل لا تملِكُ لأنفسها شيئاً من النفع، ولا تقدِرُ على شيءٍ من الدفع؟! فهذا برهانٌ جليٌّ دالٌّ على أنَّ عبادة الناقص في ذاته وأفعاله مستقبحٌ عقلاً وشرعاً، ودلَّ تنبيهه وإشارتُه أنَّ الذي يجبُ ويحسُنُ عبادةُ مَنْ له الكمالُ، الذي لا يَنال العبادُ نعمةً إلاَّ منه، ولا يدفعُ عنهم نقمةً إلاَّ هو، وهو الله تعالى."
19,43,"{يا أبت إني قد جاءني من العلم ما لم يأتك}؛ أي: يا أبت لا تَحْقِرْني وتقول: إنِّي ابنُك، وإنَّ عندك ما ليس عندي، بل قد أعطاني الله من العلم ما لم يُعْطِكَ، والمقصودُ من هذا قوله:{فاتَّبِعۡني أهۡدِكَ صراطاً سويًّا}؛ أي: مستقيماً معتدلاً، وهو عبادة الله وحدَه لا شريك له، وطاعتُهُ في جميع الأحوال.
وفي هذا من لطف الخطاب ولينه ما لا يخفى، فإنَّه لم يقلْ: يا أبتِ أنا عالمٌ وأنت جاهلٌ، أو: ليس عندكَ من العلم شيءٌ، وإنَّما أتى بصيغة [تقتضي] أنَّ عندي وعندك علماً،، وأنَّ الذي وصل إليَّ لم يصِلْ إليكَ ولم يأتِكَ؛ فينبغي لك أن تَتَّبِعَ الحجة وتنقاد لها."
19,44,"{يا أبتِ لا تعبُدِ الشيطانَ}: لأنَّ مَنْ عَبَدَ غير الله؛ فقد عبد الشيطان؛ كما قال تعالى:{ألم أعۡهَدۡ إليكُم يا بني آدمَ أن لا تعبُدوا الشيطانَ إنَّه لكم عدوٌّ مبينٌ}. {إنَّ الشيطان كانَ للرحمن عَصِيًّا}: فمن اتَّبع خطواتِهِ؛ فقد اتَّخذه وليًّا، وكان عاصياً لله بمنزلة الشيطان. وفي ذكر إضافة العصيان إلى اسم الرحمن إشارةٌ إلى أنَّ المعاصي تمنع العبدَ من رحمةِ الله وتُغْلِقُ عليه أبوابها؛ كما أنَّ الطاعة أكبر الأسباب لنيل رحمتِهِ."
19,45,"ولهذا قال: {يا أبتِ إنِّي أخافُ أن يمسَّكَ عذابٌ من الرحمن}؛ أي: بسبب إصرارك على الكفر، وتماديك في الطغيان، {فتكونَ للشَّيۡطانِ وليًّا}؛ أي: في الدُّنيا والآخرة، فتنزل بمنازله الذَّميمة، وترتع في مراتعه الوخيمة، فتدرَّج الخليل عليه السلام بدعوة أبيه بالأسهل فالأسهل، فأخبره بعلمه، وأنَّ ذلك موجبٌ لاتِّباعك إيَّاي، وأنَّك إن أطعتني؛ اهتديتَ إلى صراط مستقيم. ثم نهاه عن عبادةِ الشيطان، وأخبره بما فيها من المضارِّ. ثم حذَّره عقاب الله ونقمته إنْ أقام على حاله، وأنَّه يكون وليًّا للشيطان."
19,46,"فلم ينجعْ هذا الدعاء بذلك الشقيِّ، وأجاب بجواب جاهل وقال:{أراغبٌ أنت عن آلهتي يا إبراهيمُ}: فتبجَّح بآلهته التي هي من الحجرِ والأصنام، ولَامَ إبراهيم عن رغبتِهِ عنها، وهذا من الجهل المفرِطِ والكفر الوخيم؛ يتمدَّح بعبادةِ الأوثانِ ويدعو إليها. {لئن لم تَنۡتَهِ}؛ أي: عن شتم آلهتي ودعوتي إلى عبادة الله، {لأرجُمَنَّكَ}؛ أي: قتلاً بالحجارة، {واهۡجُرۡني ملياً}؛ أي: لا تكلِّمْني زماناً طويلاً."
19,47,"فأجابه الخليل جوابَ عباد الرحمن عند خطاب الجاهلين، ولم يشتِمْه، بل صبر، ولم يقابل أباه بما يكره، وقال:{سلامٌ عليك}؛ أي: ستسلم من خطابي إياك بالشتم والسبِّ وبما تكره، {سأستغفر لك ربِّي إنَّه كان بي حَفِيًّا}؛ أي: لا أزال أدعو الله لك بالهداية والمغفرة بأن يهدِيَك للإسلام الذي به تحصُلُ المغفرة؛ فإنَّه كان بي حَفِيًّا؛ أي: رحيماً رءوفاً بحالي معتنياً بي، فلم يزلْ يستغفرُ الله له رجاء أن يهدِيَه الله، فلما تبيَّن له أنَّه عدوٌّ لله، وأنَّه لا يفيدُ فيه شيئاً؛ ترك الاستغفار له وتبرَّأ منه.
وقد أمرنا الله باتِّباع ملَّة إبراهيم؛ فمن اتِّباع ملَّته سلوك طريقه في الدَّعوة إلى الله بطريق العلم والحكمة واللين والسهولة والانتقال من رتبةٍ إلى رتبةٍ ، والصبر على ذلك، وعدم السآمة منه، والصبر على ما ينال الداعي من أذى الخَلْق بالقول والفعل، ومقابلة ذلك بالصفح والعفو، بل بالإحسان القوليِّ والفعليِّ."
19,48,"فلما أيس من قومه وأبيه؛ قال:{وأعتزِلُكم وما تدعونَ من دون الله}؛ أي: أنتم وأصنامكم، {وأدعو ربِّي}: وهذا شاملٌ لدعاء العبادة ودعاء المسألة، {عسى أن لا أكونَ بدُعاء ربِّي شَقِيًّا}؛ أي: عسى الله أن يسعِدَني بإجابة دعائي وقَبول أعمالي، وهذه وظيفةُ من أيس ممَّن دعاهم ـ فاتَّبعوا أهواءهم، فلم تنجَعْ فيهم المواعظُ، فأصرُّوا في طغيانهم يعمهون ـ أنْ يشتغلَ بإصلاح نفسه، ويرجو القبولَ من ربِّه، ويعتزل الشرَّ وأهله."
19,49,"ولما كان مفارقةُ الإنسان لوطنه ومألفه وأهله وقومه من أشقِّ شيءٍ على النفس لأمورٍ كثيرةٍ معروفةٍ، ومنها انفرادُه عمن يتعزَّز بهم ويتكثَّر، وكان مَنْ ترك شيئاً لله؛ عوَّضه الله خيراً منه، واعتزل إبراهيمُ قومه؛ قال الله في حقِّه:{فلمَّا اعتزَلَهم وما يعبُدون من دون الله وَهَبۡنا له إسحاقَ ويعقوبَ وكلاًّ}: من إسحاقَ ويعقوبَ، {جَعَلۡنا نبيًّا}: فحصل له ولهؤلاء الصالحين المرسلين إلى الناس، الذين خصَّهم الله بوحيه، واختارهم لرسالته، واصطفاهم من العالمين."
